0,144
1,240
2,346
3,454
3,480
0,564
1,586
2,600
2,634
0,672
1,694
2,706
2,744
1,780
2,802
3,814
3,852
0,874
3,924
2,934
1,946
0,960
0,994
1,994
1,1044
2,1092
3,1140
2,1164
1,1200
2,1246
3,1306
1,1354
0,1380
1,1404
2,1404
3,1464
2,1512
1,1572
1,1594
2,1620
3,1800
2,1812
1,1822
0,1834
1,1884
2,1932
3,1992
3,2014
2,2040
1,2100
0,2160
0,2206
1,2232
1,2254
2,2254
3,2314
2,2364
1,2412
0,2434
0,2472
1,2686
2,2686
2,2724
3,2724
0,2760
1,2760
1,2806
2,2806
2,2844
3,2844
0,2866
1,2866
1,2892
2,2892
1,3106
2,3106
2,3144
3,3144
0,3180
1,3180
1,3226
2,3226
2,3264
3,3264
0,3286
1,3286
1,3312
2,3312
1,3526
2,3526
2,3564
3,3564
0,3600
1,3600
1,3646
2,3646
2,3684
3,3684
0,3706
1,3706
1,3732
2,3732
0,3960
1,3984
2,4006
3,4032
1,4054
1,4080
2,4092
3,4126
2,4162
0,4186
1,4212
2,4234
3,4270
3,4294
1,4320
2,4344
0,4380
1,4402
2,4414
2,4450
0,4486
1,4510
2,4522
2,4560
1,4594
2,4618
3,4630
3,4666
0,4690
3,4740
2,4750
1,4762
0,4774
0,4800
1,4800
1,4860
2,4906
3,4954
2,4980
1,5014
2,5062
3,5122
1,5170
0,5194
1,5220
2,5220
3,5280
2,5326
1,5386
1,5410
2,5434
3,5614
2,5626
1,5638
0,5650
1,5700
2,5746
3,5806
3,5830
2,5854
1,5914
0,5974
0,6022
1,6046
1,6070
2,6070
3,6130
2,6180
1,6226
0,6250
0,6286
1,6502
2,6502
2,6540
3,6540
0,6574
1,6574
1,6622
2,6622
2,6660
3,6660
0,6682
1,6682
1,6706
2,6706
1,6922
2,6922
2,6960
3,6960
0,6994
1,6994
1,7042
2,7042
2,7080
3,7080
0,7102
1,7102
1,7126
2,7126
1,7342
2,7342
2,7380
3,7380
0,7414
1,7414
1,7462
2,7462
2,7500
3,7500
0,7522
1,7522
1,7546
2,7546
