1,504
1,514
1,526
0,540
2,552
2,564
2,574
1,586
3,600
3,612
3,624
2,634
3,660
2,674
1,688
2,706
2,720
0,732
2,732
3,754
3,766
1,780
3,780
0,814
0,826
0,840
2,840
1,874
2,886
3,900
1,912
1,924
1,934
0,946
2,960
2,972
2,984
1,994
0,1020
0,1032
0,1044
2,1044
3,1066
2,1082
1,1096
3,1114
3,1126
1,1140
3,1140
2,1174
2,1186
0,1200
2,1200
0,1234
0,1246
0,1260
2,1260
1,1284
2,1294
3,1306
0,1332
0,1344
0,1354
2,1354
3,1380
3,1392
1,1404
3,1404
0,1440
0,1452
0,1464
2,1464
0,1486
1,1500
2,1512
3,1534
3,1546
1,1560
3,1560
0,1584
0,1594
0,1606
2,1606
3,1644
3,1654
1,1666
3,1666
2,1690
1,1706
0,1720
0,1740
0,1752
0,1764
2,1764
3,1786
3,1800
1,1812
3,1812
0,1846
0,1860
0,1872
2,1872
0,1898
1,1914
2,1934
3,1954
3,1966
1,1980
3,1980
0,2004
0,2014
0,2026
2,2026
3,2052
3,2064
1,2074
3,2074
2,2100
1,2116
0,2130
0,2156
1,2208
2,2230
3,2260
2,2306
1,2336
0,2366
0,2410
1,2426
2,2440
2,2456
2,2470
2,2486
1,2508
2,2524
3,2538
3,2554
3,2568
3,2584
0,2614
1,2628
2,2644
2,2658
2,2674
2,2688
1,2724
2,2734
3,2746
2,2760
3,2772
2,2784
3,2794
2,2806
3,2820
2,2832
3,2844
2,2854
1,2866
2,2880
1,2892
2,2904
1,2914
0,2926
1,2940
0,2952
1,2974
1,2986
1,3000
2,3000
3,3024
3,3034
1,3046
3,3060
3,3072
3,3084
1,3094
1,3106
0,3120
3,3132
2,3144
2,3154
0,3166
1,3180
1,3192
1,3204
2,3214
3,3226
3,3240
1,3252
3,3264
3,3274
3,3286
1,3300
0,3312
3,3334
2,3346
0,3360
1,3384
1,3394
1,3406
2,3420
3,3432
3,3444
1,3454
3,3466
3,3480
1,3492
1,3504
0,3514
3,3526
2,3540
2,3552
0,3574
1,3586
1,3600
2,3624
3,3634
3,3646
1,3660
3,3672
3,3684
1,3694
1,3706
0,3720
3,3744
2,3754
1,3766
0,3780
1,3792
1,3802
1,3814
0,3826
2,3840
2,3852
2,3862
1,3874
3,3886
3,3900
3,3912
2,3922
3,3946
2,3962
1,3976
2,3994
2,4006
0,4020
2,4020
3,4042
3,4054
1,4066
3,4066
0,4102
0,4114
0,4126
2,4126
1,4160
2,4172
3,4184
1,4200
1,4212
1,4222
0,4234
2,4246
2,4260
2,4272
1,4282
0,4306
0,4320
0,4332
2,4332
3,4354
2,4370
1,4384
3,4402
3,4414
1,4426
3,4426
2,4462
2,4474
0,4486
2,4486
0,4522
0,4534
0,4546
2,4546
1,4572
2,4582
3,4594
0,4620
0,4632
0,4642
2,4642
3,4666
3,4680
1,4692
3,4692
0,4726
0,4740
0,4752
2,4752
0,4774
1,4786
2,4800
3,4822
3,4834
1,4846
3,4846
0,4872
0,4882
0,4894
2,4894
3,4932
3,4942
1,4954
3,4954
2,4978
1,4994
0,5008
0,5026
0,5040
0,5052
2,5052
3,5074
3,5086
1,5100
3,5100
0,5134
0,5146
0,5160
2,5160
0,5186
1,5202
2,5222
3,5242
3,5254
1,5266
3,5266
0,5292
0,5302
0,5314
2,5314
3,5340
3,5352
1,5362
3,5362
2,5388
1,5404
0,5418
0,5444
1,5496
2,5518
3,5548
2,5594
1,5624
0,5654
0,5698
1,5714
2,5728
2,5744
2,5758
2,5774
1,5796
2,5812
3,5826
3,5842
3,5856
3,5872
0,5902
1,5916
2,5932
2,5946
2,5962
2,5976
1,6012
2,6022
3,6034
2,6046
3,6060
2,6072
3,6082
2,6094
3,6106
2,6120
3,6132
2,6142
1,6154
2,6166
1,6180
2,6192
1,6202
0,6214
1,6226
0,6240
1,6262
1,6274
1,6286
2,6286
3,6312
3,6322
1,6334
3,6346
3,6360
3,6372
1,6382
1,6394
0,6406
3,6420
2,6432
2,6442
0,6454
1,6466
1,6480
1,6492
2,6502
3,6514
3,6526
1,6540
3,6552
3,6562
3,6574
1,6586
0,6600
3,6622
2,6634
0,6646
1,6672
1,6682
1,6694
2,6706
3,6720
3,6732
1,6742
3,6754
3,6766
1,6780
1,6792
0,6802
3,6814
2,6826
2,6840
0,6862
1,6874
1,6886
2,6912
3,6922
3,6934
1,6946
3,6960
3,6972
1,6982
1,6994
0,7006
3,7032
2,7042
1,7054
0,7066
