1,254
1,266
2,372
2,384
3,486
3,500
1,600
1,612
1,674
1,694
2,714
2,726
3,832
3,844
2,946
2,960
3,1060
3,1072
2,1126
2,1152
0,1166
3,1166
3,1180
1,1224
0,1286
2,1286
2,1304
1,1340
0,1406
3,1406
3,1420
1,1464
0,1524
2,1524
2,1534
1,1574
3,1592
3,1614
2,1626
0,1640
2,1640
1,1684
0,1752
2,1752
2,1762
1,1806
0,1860
2,1860
2,1872
1,1920
2,1972
3,1972
3,1984
1,2024
3,2044
0,2064
3,2072
1,2086
2,2086
2,2100
0,2152
0,2200
2,2200
1,2212
2,2212
0,2260
2,2324
3,2324
1,2334
3,2336
0,2380
1,2434
2,2434
2,2446
0,2486
2,2504
2,2534
1,2546
3,2546
0,2564
3,2564
1,2604
0,2664
2,2664
2,2674
1,2724
1,2780
2,2780
2,2792
3,2792
0,2834
2,2886
1,2900
2,2900
0,2952
3,2964
3,2992
2,3012
3,3012
0,3024
2,3024
1,3060
0,3120
2,3120
2,3132
1,3180
0,3240
2,3240
1,3252
2,3252
0,3294
1,3352
2,3352
2,3364
0,3404
3,3424
3,3446
2,3464
1,3474
2,3476
0,3524
1,3580
2,3580
2,3592
0,3640
1,3700
2,3700
2,3712
0,3754
2,3806
3,3806
2,3820
1,3854
0,3900
1,3926
3,3926
1,3940
3,3940
2,4040
2,4052
0,4154
2,4154
0,4166
2,4166
2,4272
2,4284
3,4344
3,4372
1,4386
2,4386
1,4400
2,4400
2,4500
2,4512
1,4612
3,4612
1,4624
3,4624
2,4732
3,4732
0,4744
2,4744
1,4766
3,4794
0,4806
3,4824
2,4840
2,4852
